EL.44.1.A,,Floor Pedestal to Bust of John Jay (EL.44.1),American?,white marble,,WCMA-SCULPTURE,0.0
93.1.143.F,1993-01-01,Nail fragment (?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
93.1.197,1993-01-01,bronze fragment?,Anonymous,bronze,"possible fragment of jewelry, or a fibula (?)",WCMA-ANCIENT,0.0
93.1.77.I,1993-01-01,Bowl,Syrian?,baked clay,Rough form. Possible mistake from a pottery studio. Possibly offering bowl.,WCMA-ANCIENT,0.0
93.1.164,1993-01-01,"Dome-shaped vessel, cap or lid (?)",Anonymous,bronze? | iron?,,WCMA-DEC ARTS,0.0
93.1.97,1993-01-01,Palette,Egyptian?,basalt?,,WCMA-ANCIENT,0.0
RC.22.50,1994-01-01,Spear?,North American Indian?,wood | rope,,WCMA Reserve Collection,0.0
85.46.44,1985-01-01,Untitled: welded figure,Anonymous (American),welded metal,,WCMA-SCULPTURE,0.0
93.1.77.G,1993-01-01,Bowl,Syrian?,baked clay,rough form. Possibly an offering bowl. Possibly a mistake from a pottery studio.,WCMA-ANCIENT,0.0
94.1.82.B,1994-01-01,Side Chair,Anonymous,wood,caned chair; William & Mary style,WCMA-DEC ARTS,0.0
RC.22.37,1994-01-01,Fragment of a tool or implement,Anonymous,wood,,WCMA Reserve Collection,0.0
92.5.141,1992-01-01,Untitled: Geometric composition,Anonymous,color silkscreen on paper,,WCMA-PRINTS,0.0
93.1.28,1993-01-01,Incised fragment,Anonymous,stone,,WCMA-ANCIENT,0.0
93.1.187,1993-01-01,Untitled: abstract,Anonymous (Chinese?),ink wash on paper,tan paper,WCMA-EASTERN,0.0
92.5.92,1992-01-01,Portrait of a Young Woman,Anonymous (American),watercolor over pencil on board,,WCMA-DRAWING,0.0
93.1.64,1993-01-01,Slide ruler or Chart with wheel,Persian?,wood veneer,,WCMA-EASTERN,0.0
RC.17.54,1993-01-01,St. Sebastian,Anonymous,photo mechanical reproduction,,WCMA Reserve Collection,0.0
94.1.38,1994-01-01,Runner? with floral design,Italian?,damask,pink and grey color,WCMA-DEC ARTS,0.0
RC.17.53,1993-01-01,Clock with putti,Anonymous,photo mechanical reproduction,,WCMA Reserve Collection,0.0
93.1.27,1993-01-01,Fragment with knot decoration,Anonymous,bronze,,WCMA-DEC ARTS,0.0
93.1.18.C,1993-01-01,Arrow head,North American Indian?,stone,grey,WCMA-AMERINDIAN,0.0
93.1.107,1993-01-01,Tablet with hieroglyphics,Egyptian?,painted stone,,WCMA-ANCIENT,0.0
92.5.138,1992-01-01,Untitled: Portrait of a man,Anonymous,crayon print,mounted on wood panel,WCMA-PHOTO,0.0
RC.22.49,1994-01-01,Spear,North American Indian?,wood and metal,metal tip,WCMA Reserve Collection,0.0
93.1.77.F,1993-01-01,Bowl,Syrian?,baked clay,rough form. Possibly an offering bowl. Possibly a mistake from a pottery studio.,WCMA-ANCIENT,0.0
93.1.151,1993-01-01,Fragment of a handle,Anonymous,bronze,,WCMA-DEC ARTS,0.0
93.1.135.J,1993-01-01,Triple coil ring (?),Anonymous,bronze?,,WCMA-DEC ARTS,0.0
93.1.139.A,1993-01-01,Ornament or jewelry (?),Anonymous,bronze,enamel glaze?,WCMA-DEC ARTS,0.0
93.1.146.A,1993-01-01,Pendant (?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
93.1.142.B,1993-01-01,Arrowhead (?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
93.1.188.C,1993-01-01,Untitled: marsh,Anonymous (Chinese?),ink wash on paper,,WCMA-EASTERN,0.0
RC.30.6.B,1959,Seated Dog (Staffordshire),British?,porcelain,,WCMA Reserve Collection,0.0
93.1.166,1993-01-01,Ornament or jewelry (?) with face,Anonymous,brass?,,WCMA-DEC ARTS,0.0
93.1.90,1993-01-01,Shallow bowl with floral design,Korean?,terracotta,bottom unglazed,WCMA-EASTERN,0.0
93.1.143.D,1993-01-01,Nail fragment (?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
93.1.114,1993-01-01,Fragment from a mosaic,Anonymous,stone mosaic set in cement,"red, buff, black and light red pieces",WCMA-ANCIENT,0.0
94.1.85,1994-01-01,Arm Chair,American?,wood | leather,Jacobean style(?),WCMA-DEC ARTS,0.0
94.1.86,1994-01-01,Bench or settee,American?,wood,carved; lift top seat,WCMA-DEC ARTS,0.0
93.1.117,1993-01-01,Fragment from a mosaic,Anonymous,glass and stone mosaic,"green and yellow translucent glass, red opaque glass and grey stone",WCMA-ANCIENT,0.0
84.23.5,1984-01-01,Female Salon Sign,Anonymous (Nigerian?),mechanical reproduction,,WCMA-PRINTS,0.0
93.1.160,1993-01-01,Fragment of a handle (?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
94.1.41,1994-01-01,Textile with fringe,Japanese?,silk,grey silk with fringe border,WCMA-EASTERN,0.0
RC.22.54,1994-01-01,Tool or implement,Anonymous,wood,,WCMA Reserve Collection,0.0
82.22.46,1982-01-01,Bowl,Anonymous (American?),cut glass,hatched-line pattern,WCMA-DEC ARTS,0.0
93.1.192,1993-01-01,Fishing weight (?) in three lobe form,Anonymous,glass,"glass is blue-green, translucent and mold-formed (seams visible along sides)",WCMA-ANCIENT,0.0
53.43.A,1953-01-01,Floor lamp with floral design,Spanish?,wrought iron | gilt,"cylindrical shaft with brass bulbous knob in center; upper part composed of a cluster of polychromed flowers in green and red, and gilded metal bobeche in the form of a crown; tripod scroll base is further decorated with floral ornamentation; candelabras have already been electrified",WCMA-DEC ARTS,0.0
RC.22.6,1994-01-01,Fragment of a rock,Anonymous,rock,,WCMA Reserve Collection,0.0
93.1.131.B,1993-01-01,Fresco fragment,Anonymous,fresco,red,WCMA-ANCIENT,0.0
93.1.93.B,1993-01-01,Tile,Anonymous,earthenware,white/blue and lacquerware gold,WCMA-DEC ARTS,0.0
93.1.99.B,1993-01-01,Fragment with portion of a figure,Roman?,glass,,WCMA-ANCIENT,0.0
TL.83.5.9,,Lawrence Hall looking toward West Wing,Anonymous (American),photograph,,WCMA-PHOTO,0.0
RC.58.14,2001-05-04,A Beauty Takigawa of Ogiya,Anonymous (Japanese),woodblock print,,WCMA Reserve Collection,0.0
93.1.86,1993-01-01,Bowl with leaf pattern,Anonymous,brass?,,WCMA-DEC ARTS,0.0
43.2.171,1943-01-01,Platter,American?,pewter,,WCMA-DEC ARTS,0.0
93.1.18.F,1993-01-01,Arrow head,North American Indian?,stone,brown,WCMA-AMERINDIAN,0.0
82.22.45,1982-01-01,Bowl with holder,Anonymous (American?),cut glass and silver,design at base of bowl; three-tiered filligree pattern on holder,WCMA-DEC ARTS,0.0
RC.22.51.B,1994-01-01,Arrow,North American Indian?,wood | twine,,WCMA Reserve Collection,0.0
93.1.77.L,1993-01-01,Lid,Syrian?,baked clay,rough form. Possibly a mistake from a pottery studio.,WCMA-ANCIENT,0.0
RC.30.16.C,1959,Small cup,American?,pewter,,WCMA Reserve Collection,0.0
93.1.130.E,1993-01-01,Grinding tool?,Anonymous,stone,cylindrical,WCMA-ANCIENT,0.0
92.5.91,1992-01-01,Mural Study: Three Allegorical Figures,Anonymous (Italian?),pen and ink and wash on paper,,WCMA-DRAWING,0.0
84.32.15,1984-01-01,Textile with gold fringe,Anonymous (Italian),velvet,red velvet with gold fringe and floral pattern,WCMA-DEC ARTS,0.0
93.1.159,1993-01-01,Fragment of a handle (?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
93.1.32.A,1993-01-01,Small bowl,Chinese?,ceramic,glazed bottom,WCMA-EASTERN,0.0
85.47.3,1985-01-01,Carving knife with sheath,Kenyan?,"metal, wood and leather",,WCMA-AFRICAN,0.0
93.1.119,1993-01-01,Stone,Anonymous,pink sandstone?,,WCMA-ANCIENT,0.0
93.1.94.D,1993-01-01,Kohl jar,Egyptian?,alabaster,Small jar with lid (two-toned) black and buff incised with body of a frog,WCMA-ANCIENT,0.0
93.1.24,1993-01-01,Necklace with bells and charms,Anonymous,silver?,,WCMA-DEC ARTS,0.0
RC.22.43,1994-01-01,Sword,Anonymous,iron?,,WCMA Reserve Collection,0.0
93.1.144.A,1993-01-01,Pin (?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
93.1.31,1993-01-01,Tripod stand,Anonymous,brass,,WCMA-DEC ARTS,0.0
RC.30.17,1959,Silhouette of a man,American?,print on paper,,WCMA Reserve Collection,0.0
93.1.70,1993-01-01,Tripod bowl with incising,Mesoamerican?,terracotta,buff-colored with incising around rim,WCMA-AMERINDIAN,0.0
62.42.2,1962-01-01,Emil Ackerman (1840-?),Anonymous,chromolithograph,,WCMA-PRINTS,0.0
92.5.20,1992-01-01,Untitled: woman in medieval dress,Anonymous (British?),etching on paper,,WCMA-PRINTS,0.0
93.1.173,1993-01-01,St. Matthew,Anonymous (Italian?),gilt wood,panel in relief,WCMA-SCULPTURE,0.0
92.5.85,1992-01-01,"Portrait of David Dudley Field(?) (1805-1894), Class of 1825, Benefactor",Anonymous (American?),oil on canvas mounted to board,,WCMA-PAINTING,0.0
94.1.103,1994-01-01,Mirror with reverse painting of an eagle,Anonymous (American?),gilt | mirror | paint,,WCMA-DEC ARTS,0.0
77.63.2,1977-01-01,Set of necklace and earrings with lynx-protomes,Greek?,gold and garnet,,WCMA-ANCIENT,0.0
RC.30.18.B,1994-01-01,Doily,American?,lace,,WCMA Reserve Collection,0.0
RC.36.1,1994-12-19,Custom-made carpet,Anonymous,wool,,WCMA Reserve Collection,0.0
RC.30.6.A,1959,Seated Dog (Staffordshire),British?,porcelain,,WCMA Reserve Collection,0.0
RC.30.3,1959,Writing Tray with ink containers,Anonymous (American?),silver plated,,WCMA Reserve Collection,0.0
93.1.77.B,1993-01-01,Bowl,Syrian?,baked clay,"very rough form, possibly a mistake from a pottery studio. Possibly offering bowl.",WCMA-ANCIENT,0.0
95.4.59,1995-03-03,Vase,Anonymous (Persian),ceramic,,WCMA-EASTERN,0.0
93.1.32.B,1993-01-01,Small bowl,Chinese?,ceramic,unglazed bottom,WCMA-EASTERN,0.0
93.1.26,1993-01-01,Fragment of an arm,Anonymous,stone,green color,WCMA-ANCIENT,0.0
93.1.77.A,1993-01-01,Bowl,Syrian?,baked clay,"possibly small offering bowl. Rough form, possibly mistake from pottery workshop.",WCMA-ANCIENT,0.0
RC.34.2,1967-01-01,J. D. Rockefeller,Anonymous (American?),oil on canvas,,WCMA Reserve Collection,0.0
53.43.B,1953-01-01,Floor lamp with floral design,Spanish?,wrought iron,"cylindrical shaft with brass bulbous knob in center; upper part composed of a cluster of polychromed flowers in green and red, and gilded metal bobeche in the form of a crown; tripod scroll base is further decorated with floral ornamentation; candelabras have already been electrified",WCMA-DEC ARTS,0.0
93.1.135.G,1993-01-01,Band ring,Anonymous,bronze,,WCMA-DEC ARTS,0.0
93.1.135.A,1993-01-01,Ring in form of Key,Anonymous,bronze,,WCMA-DEC ARTS,0.0
93.1.95,1993-01-01,Footed Vase,Egyptian?,alabaster,,WCMA-ANCIENT,0.0
RC.22.4,1994-01-01,Fragment of a rock,Anonymous,rock,,WCMA Reserve Collection,0.0
RC.22.28,1994-01-01,Boot,Anonymous (Turkish),wood and leather,leather upper and wooden and metal sole,WCMA Reserve Collection,0.0
93.1.77.GG,1993-01-01,Pottery Fragment,Syrian?,baked clay,rough form. Possibly a mistake from a pottery studio. Possibly the base of a chalice which was not scored properly and fell off during the firing process.,WCMA-ANCIENT,0.0
93.1.131.A,1993-01-01,Fragment with fresco design segments,Anonymous,fresco,red with tan and buff,WCMA-ANCIENT,0.0
93.1.44,1993-01-01,Intaglio with seated angel,Anonymous,glass?,transparent,WCMA-ANCIENT,0.0
93.1.130.A,1993-01-01,Hand axe?,Anonymous,stone,,WCMA-ANCIENT,0.0
94.1.99,1994-01-01,Firescreen (?),Spanish?,iron,,WCMA-DEC ARTS,0.0
92.5.21,1992-01-01,St. Michael's Mount,Anonymous,mezzotint on paper,,WCMA-PRINTS,0.0
93.1.77.T,1993-01-01,Loom weight,Syrian?,baked clay,"Possibly a mistake from a pottery studio with a hole drilled through it, and used as a loom weight.",WCMA-ANCIENT,0.0
93.1.77.QQ,1993-01-01,Grave pot,Syrian?,baked clay,Possibly a mistake from a pottery workshop. Rough form. Could possibly be a dip mold used in glass making. Could have been part of a larger piece.,WCMA-ANCIENT,0.0
RC.15.22,1992-01-01,Rug,Persian?,textile,Lawrence Hall related material. Probably used in the museum galleries during the 1960s and 70s.,WCMA Reserve Collection,0.0
RC.22.15,1994-01-01,Fragment of a rock,Anonymous,rock,,WCMA Reserve Collection,0.0
93.1.50,1993-01-01,Intaglio with figure on rearing horse,Anonymous,glass?,"translucent, deep yellow",WCMA-ANCIENT,0.0
92.5.86,1992-01-01,Portrait of a Woman,Anonymous (American?),photogravure?,,WCMA-PHOTO,0.0
94.1.81,1994-01-01,Arm Chair,Anonymous,wood | leather,leather seat and back; carved wood; Jacobean style(?),WCMA-DEC ARTS,0.0
94.1.82.C,1994-01-01,Side Chair,Anonymous,wood,caned chair; William & Mary style,WCMA-DEC ARTS,0.0
RC.17.56,1993-01-01,Annunciation,Anonymous,photo mechanical reproduction,,WCMA Reserve Collection,0.0
93.1.77.N,1993-01-01,Bowl,Syrian?,baked clay,rough form. Possibly a mistake from a pottery studio. Possibly an offering bowl. Could also be the base of a chalice.,WCMA-ANCIENT,0.0
94.1.110,1994-01-01,Unidentified fragments,Anonymous,plastic | cardboard,5 pieces,WCMA-DEC ARTS,0.0
EL.93.13.1,,Frame for Portrait of Mary Ophelia Harding Krum,Anonymous (American?),gilt wood,,WCMA-DEC ARTS,0.0
93.1.140,1993-01-01,Crucifix fragment,Anonymous,bronze,,WCMA-DEC ARTS,0.0
92.5.145,1992-01-01,Untitled: Landscape with tree and birds,Anonymous (German?),etching on paper,,WCMA-PRINTS,0.0
93.1.161,1993-01-01,Triangular bronze nail (or spike ?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
93.1.77.TT,1993-01-01,Grave pot,Syrian?,baked clay,Possibly a mistake from a pottery workshop. Possibly a part of a larger piece. Rough form. Heavy accretions.,WCMA-ANCIENT,0.0
94.1.19.A,1959,Mirror with eagle,Anonymous (American),mirror | wood | gilt,,WCMA-DEC ARTS,0.0
92.5.139,1992-01-01,Untitled: Geometric composition,Anonymous,color silkscreen on paper,,WCMA-PRINTS,0.0
94.1.26,1994-01-01,Textile with seated female figure,Italian?,damask,"design with female figure in colors of blue, red, green and gold on white ground; fringe all around edges",WCMA-DEC ARTS,0.0
93.1.71,1993-01-01,Miniature bowl with handles,Mesoamerican?,terracotta,,WCMA-AMERINDIAN,0.0
94.1.109,1994-01-01,Fragment of a rock,Anonymous,rock,,WCMA-SCULPTURE,0.0
RC.22.48,1994-01-01,Spear,North American Indian?,wood and metal,metal tip,WCMA Reserve Collection,0.0
RC.22.5,1994-01-01,Fragment of a rock,Anonymous,rock,,WCMA Reserve Collection,0.0
EL.93.13.2,,Frame for Portrait of John Marshall Krum,Anonymous (American?),gilt wood,,WCMA-DEC ARTS,0.0
93.1.199,1993-01-01,carved fragment,Anonymous,bone? | clay?,exterior surafce has green hue,WCMA-ANCIENT,0.0
93.1.141,1993-01-01,Bead (?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
93.1.65.B,1993-01-01,Small container,Anonymous,gourd,brown with ivory-colored base,WCMA-AMERINDIAN,0.0
56.16.26,1956-01-01,Two Gothic panels,Anonymous,carved wood,,WCMA-DEC ARTS,0.0
92.5.140,1992-01-01,Untitled: Geometric composition,Anonymous,color silkscreen on paper,,WCMA-PRINTS,0.0
93.1.153,1993-01-01,Fragment,Anonymous,bronze,,WCMA-DEC ARTS,0.0
RC.15.3,1992-01-01,"Lawrence Hall, interior",Anonymous (American),photograph,copy of historical photo,WCMA Reserve Collection,0.0
93.1.52,1993-01-01,Intaglio with sitting figure,Anonymous,glass,light tan/yellow,WCMA-ANCIENT,0.0
93.1.18.B,1993-01-01,Arrow head,North American Indian?,stone,black color,WCMA-AMERINDIAN,0.0
93.1.188.D,1993-01-01,Untitled: marsh,Anonymous (Chinese?),ink wash on paper,,WCMA-EASTERN,0.0
RC.22.51.A,1994-01-01,Arrow,North American Indian?,wood | twine,,WCMA Reserve Collection,0.0
RC.15.2,1992-01-01,"Lawrence Hall, interior",Anonymous (American),photograph,copy of historical photo,WCMA Reserve Collection,0.0
84.32.2,1984-01-01,Brooch,Anonymous,"silver, gold, pearls and cut gems",glass? no pin,WCMA-DEC ARTS,0.0
85.46.13,1985-01-01,Bust of a woman,Peruvian?,clay,fragment,WCMA-AMERINDIAN,0.0
93.1.76,1993-01-01,Small alabastron,Greek?,ceramic,blue/green spiral design,WCMA-ANCIENT,0.0
93.1.85,1993-01-01,Basket with design,North American Indian?,straw,multi-colored browns and blacks,WCMA-AMERINDIAN,0.0
RC.33.3,1994-01-01,Portrait of a boy,Anonymous (American?),photograph (?),,WCMA Reserve Collection,0.0
93.1.186,1993-01-01,Untitled: landscape,Anonymous (Chinese?),ink wash on paper,grey paper,WCMA-EASTERN,0.0
93.1.94.E,1993-01-01,Pedestal,Egyptian?,alabaster,,WCMA-ANCIENT,0.0
RC.22.55,1994-01-01,Walking stick (?),Anonymous,wood,,WCMA Reserve Collection,0.0
93.1.198,1993-01-01,Disk,Anonymous,bronze,,WCMA-ANCIENT,0.0
93.1.18.A,1993-01-01,Arrow head,North American Indian?,stone,tan color,WCMA-AMERINDIAN,0.0
TL.83.5.11,,Lawrence Hall,Anonymous (American),photograph,,WCMA-PHOTO,0.0
RC.22.29,1994-01-01,Woman's or Child's sandal,Anonymous,wood and fabric,red satin ribbon and brown and green threads through the sole,WCMA Reserve Collection,0.0
93.1.189.A,1959,Dresser,Anonymous,wood,"claw feet, four drawers",WCMA-DEC ARTS,0.0
RC.22.11,1994-01-01,Fragment of a rock,Anonymous,rock,,WCMA Reserve Collection,0.0
93.1.72,1993-01-01,Small footed pot,Peruvian?,terracotta,tan with red diagonal stripes,WCMA-AMERINDIAN,0.0
TJ.4,1944-01-01,Scarf or Table cover,Anonymous,embroidered silk,"square of white silk embroidered in an all over design of conventionalized leaves and flowers in browns, greys, yellows and soft pinks.",WCMA-DEC ARTS,0.0
92.5.67,1992-01-01,"Mark Hopkins (1802-1887), Class of 1824, Fourth President of Williams College 1836-1872, College Trustee 1872-1887",Anonymous (American),oil on canvas,,WCMA-PAINTING,0.0
93.1.91,1993-01-01,Bowl with floral design,Flemish?,ceramic,grey/white glazed bowl with blue/pink/yellow floral design,WCMA-DEC ARTS,0.0
94.1.102.A,1994-01-01,Base,American?,wood,,WCMA-DEC ARTS,0.0
EL.81.3.28,,Lawrence Hall Proposed Addition: LH-65,Anonymous (American),ink on oilcloth,,WCMA-DRAWING,0.0
93.1.134.A,1993-01-01,Arrowhead,Anonymous,bronze,,WCMA-ANCIENT,0.0
WP.10,1882-01-01,"Portrait of Charles Augustus Dewey (1793-1866), Class of 1811, Williams College Trustee 1824-1866 and Secretary 1815-1826",Anonymous (American),oil on canvas,,WCMA-PAINTING,0.0
RC.58.13,2001-05-04,[Two water buffalo and herdsman],Anonymous (Japanese),woodblock print,,WCMA Reserve Collection,0.0
EL.83.13.30,,Anscoflex II Camera with leather case,Anonymous,"leather, plastic, metal and glass",,WCMA-PHOTO,0.0
RC.22.16,1994-01-01,Fragment of a rock,Anonymous,rock,,WCMA Reserve Collection,0.0
93.1.142.D,1993-01-01,Fragment of a pendant (?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
93.1.146.D,1993-01-01,"Baluster-form rod, fragment of jewelry (?)",Anonymous,bronze,,WCMA-DEC ARTS,0.0
RC.16,1993-04-08,"Lawrence Hall, north facade",Anonymous (American),photograph,,WCMA Reserve Collection,0.0
93.1.193,1993-01-01,spatula?,Anonymous,carved bone,,WCMA-ANCIENT,0.0
93.1.51,1993-01-01,Intaglio with kneeling female figure,Anonymous,glass?,"translucent, deep yellow",WCMA-ANCIENT,0.0
93.1.126,1993-01-01,Fragment of an architectural detail,Anonymous,terracotta,,WCMA-ANCIENT,0.0
94.1.82.D,1994-01-01,Side Chair,Anonymous,wood,caned chair; William & Mary style,WCMA-DEC ARTS,0.0
RC.22.35,1994-01-01,Pouch or belt piece (?),North American Indian?,leather,wood piece and quills attached,WCMA Reserve Collection,0.0
93.1.77.JJ,1993-01-01,Small vase,Syrian?,baked clay,Rough form. Possible mistake from a pottery studio. Possibly part of a larger piece.,WCMA-ANCIENT,0.0
94.1.34.A,1994-01-01,Textile panel,Italian?,velvet,blue grey color,WCMA-DEC ARTS,0.0
93.1.142.C,1993-01-01,Weight or seal (?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
93.1.65.C,1993-01-01,Small container or flask with stopper,Anonymous,gourd,,WCMA-AMERINDIAN,0.0
84.32.14,1984-01-01,Frame for scroll (?),Chinese?,silk,"salmon silk, (pink/orange color)",WCMA-EASTERN,0.0
93.1.148,1993-01-01,Fragment of a handle (?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
RC.22.36,1994-01-01,Greek relief sculpture,Anonymous,black and white photograph,mounted on cardboard,WCMA Reserve Collection,0.0
92.5.146,1992-01-01,Untitled: Boat and figure in a stream,Anonymous (German?),etching on paper,,WCMA-PRINTS,0.0
94.1.104,1994-01-01,Untitled: rooftops,Anonymous,gelatin silver print,,WCMA-PHOTO,0.0
93.1.96,1993-01-01,Palette with spout,Egyptian?,alabaster,,WCMA-ANCIENT,0.0
93.1.146.E,1993-01-01,Jewelry fragment (?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
94.1.82.E,1994-01-01,Side Chair,Anonymous,wood,caned chair; William & Mary style,WCMA-DEC ARTS,0.0
94.1.16,1959,Female bust with stars and moon (Diana of the Tower?),Anonymous (European?),marble,,WCMA-SCULPTURE,0.0
93.1.77.FF,1993-01-01,Pottery fragment,Syrian?,baked clay,"rough form. Possibly a part of a larger piece, like a base which was not scored and attached properly. Possibly a mistake from a pottery studio.",WCMA-ANCIENT,0.0
RC.22.30,1994-01-01,Sandal,Anonymous,wood and leather,with straps,WCMA Reserve Collection,0.0
RC.17.57,1993-01-01,Relief of riders,Anonymous,photo mechanical reproduction,,WCMA Reserve Collection,0.0
91.27.12,1991-01-01,Rest on the Flight into Egypt,Anonymous (English?),etching and mezzotint on paper,,WCMA-PRINTS,0.0
94.1.18.FRAME,1994-01-01,"Altar Frame to ""The Annunciation and Adoration of the Magi""",Anonymous,gilt frame,,EXH-Furniture,0.0
RC.30.2.B,1959,Candle holder or Girondole? with rose design,Anonymous (American?),crystal,red and white with prisms,WCMA Reserve Collection,0.0
93.1.77.DD,1993-01-01,Pottery fragment,Syrian?,baked clay,"rough form. Possibly the base of a chalice, meant to be part of a bigger piece but not scored properly, and fell off during the firing process. Possibly a mistake from a pottery studio.",WCMA-ANCIENT,0.0
EL.82.5.3,,Female Saint Holding a Cross,Anonymous,copper?,,WCMA-SCULPTURE,0.0
93.1.77.LL,1993-01-01,Small vase,Syrian?,baked clay,rough form. Possibly a mistake from a pottery studio.,WCMA-ANCIENT,0.0
93.1.195,1993-01-01,carved bone ornament fragment,Anonymous,bone,,WCMA-ANCIENT,0.0
RC.30.18.A,1994-01-01,Doily,American?,lace,,WCMA Reserve Collection,0.0
93.1.101.A,1993-01-01,Candlestick holder,Anonymous,gilt wood,,WCMA-DEC ARTS,0.0
93.1.194,1993-01-01,scoop,Anonymous,bone? | clay?,,WCMA-ANCIENT,0.0
93.1.130.H,1993-01-01,Axe head,Anonymous,stone,brown/gold/green color,WCMA-ANCIENT,0.0
93.1.77.E,1993-01-01,Bowl,Syrian?,baked clay,rough form. Possibly an offering bowl. Possibly a mistake from a pottery studio.,WCMA-ANCIENT,0.0
92.5.135,1992-01-01,Église Notre-Dame,Anonymous (French?),lithograph on paper,,WCMA-PRINTS,0.0
RC.22.51.C,1994-01-01,Weapon or tool,North American Indian?,wood | twine,,WCMA Reserve Collection,0.0
88.19.6,1988-01-01,Hermit and Fallow Deer,Anonymous (Chinese),ink and color on paper,,WCMA-EASTERN,0.0
93.1.143.C,1993-01-01,Nail fragment (?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
78.31.1,1978-01-01,Silk brocade fragment,Japanese?,silk brocade,orange ground with green flowers (ground nearly gone),WCMA-EASTERN,0.0
RC.4.17,1994-01-01,Klee & Kandinsky: Galerie Berggruen,Anonymous,color mechanical reproduction on paper,,WCMA Reserve Collection,0.0
93.1.77.P,1993-01-01,Lid,Syrian?,baked clay,Possibly a mistake from a pottery workshop. Rough form.,WCMA-ANCIENT,0.0
RC.22.50.B,1994-01-01,Arrow,North American Indian?,wood | twine,,WCMA Reserve Collection,0.0
93.1.135.E,1993-01-01,Fragment of Inscribed ring,Anonymous,bronze,,WCMA-ANCIENT,0.0
93.1.130.G,1993-01-01,Axe head,Anonymous,stone,blackish color,WCMA-ANCIENT,0.0
93.1.147.A,1993-01-01,Pin closure (?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
93.1.77.D,1993-01-01,Bowl,Syrian?,baked clay,rough form. Possibly an offering bowl. Possibly a mistake from a pottery studio.,WCMA-ANCIENT,0.0
93.1.191,1993-01-01,snuff bottle stopper?,Anonymous,stone,,WCMA-ANCIENT,0.0
93.1.77.OO,1993-01-01,Small vase,Syrian?,baked clay,Rough form. Possibly a mistake from a pottery studio.,WCMA-ANCIENT,0.0
93.1.77.RR,1993-01-01,Grave pot,Egyptian?,baked clay,Rough form.,WCMA-ANCIENT,0.0
RC.22.52,1994-01-01,Tool or implement,Anonymous,bone?,incised and carved,WCMA Reserve Collection,0.0
78.31.12,1978-01-01,Framed Textile,Japanese?,silk brocade,,WCMA-EASTERN,0.0
94.1.30,1994-01-01,Textile with stripes,Anonymous,cotton?,yellow and blue stripes,WCMA-DEC ARTS,0.0
56.16.29,1956-01-01,Cardinal Cape,Italian?,textile,"red color, stuffed with cotton?",WCMA-DEC ARTS,0.0
RC.22.40,1994-01-01,Weapon or tool,North American Indian?,"wood, rope and bone",,WCMA Reserve Collection,0.0
81.31.80,1981-01-01,Salisbury Cathedral,Anonymous (British),etching on paper,,WCMA-PRINTS,0.0
78.31.10,1978-01-01,Silk brocade fragment,Japanese?,silk brocade,gold ground with multicolor flower and leaf pattern.  Blue and gold border at either end.  White silk backing,WCMA-EASTERN,0.0
RC.4.22,1994-01-01,Reproduction of a frieze relief,Anonymous,bronze?,,WCMA Reserve Collection,0.0
75.43.28,1975-01-01,Head of a man,Greek?,marble? with gold mount,"grey stone, slightly veined",WCMA-ANCIENT,0.0
93.1.146.B,1993-01-01,"Finial form fragment, ornament or jewelry (?)",Anonymous,bronze,,WCMA-DEC ARTS,0.0
93.1.162.A,1993-01-01,fragment of a disk,Anonymous,bronze?,,WCMA-DEC ARTS,0.0
RC.4.46,1994-01-01,Untitled: Cloister in Europe,Anonymous (American),pencil on paper,mounted to grey cardboard,WCMA Reserve Collection,0.0
94.1.70.E,1994-01-01,Turkeywork Side Chair,Italian?,wood | tapestry,,WCMA-DEC ARTS,0.0
93.1.77.X,1993-01-01,Vessel,Syrian?,baked clay,Possibly a mistake from a pottery workshop.,WCMA-ANCIENT,0.0
85.46.37,1985-01-01,Untitled screen: monkeys on branches,Anonymous (Eastern?),painting on screen,,WCMA-EASTERN,0.0
93.1.135.F,1993-01-01,Band ring,Anonymous,bronze,,WCMA-DEC ARTS,0.0
92.5.144,1992-01-01,Untitled: Portrait of a woman with hat,Anonymous (German?),drypoint etching on paper,,WCMA-PRINTS,0.0
93.1.135.B,1993-01-01,Ring inscribed with Eye of Horus,Egyptian?,bronze,,WCMA-ANCIENT,0.0
93.1.120,1993-01-01,Incised fragment,Anonymous,stone,,WCMA-ANCIENT,0.0
93.1.146.C,1993-01-01,Bead (?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
